,ProductKey,ProductName,Brand,Color,UnitCostUSD,UnitPriceUSD,SubcategoryKey,Subcategory,CategoryKey,Category,Transformed_Unit_Cost
566,567,Proseware Projector 480p LCD12 Silver,Proseware,Silver,116.75,229.0,305,Projectors & Screens,3,Computers,4.768563732896527
567,568,Proseware Projector 480p DLP12 Silver,Proseware,Silver,254.4,499.0,305,Projectors & Screens,3,Computers,5.542830943598439
568,569,Proseware Screen 125in X1609 Silver,Proseware,Silver,152.08,459.0,305,Projectors & Screens,3,Computers,5.0309606605575015
569,570,Proseware Screen 113in X1609 Silver,Proseware,Silver,99.06,299.0,305,Projectors & Screens,3,Computers,4.605770006060059
570,571,Proseware Screen 106in M1609 Silver,Proseware,Silver,115.43,251.0,305,Projectors & Screens,3,Computers,4.7572902340489245
571,572,Proseware Screen 100in M1609 Silver,Proseware,Silver,87.37,190.0,305,Projectors & Screens,3,Computers,4.481532545529913
572,573,Proseware Screen 85in E1010 Silver,Proseware,Silver,70.87,139.0,305,Projectors & Screens,3,Computers,4.274858931480352
573,574,Proseware Screen 80in E1010 Silver,Proseware,Silver,55.57,109.0,305,Projectors & Screens,3,Computers,4.035478809355064
574,575,Contoso Projector 1080p X980 Black,Contoso,Black,760.38,2295.0,305,Projectors & Screens,3,Computers,6.635132576201249
575,576,Contoso Projector 1080p X981 Black,Contoso,Black,827.97,2499.0,305,Projectors & Screens,3,Computers,6.720183966301959
576,577,Contoso Projector 720p M620 Black,Contoso,Black,321.44,699.0,305,Projectors & Screens,3,Computers,5.7759170724154005
577,578,Contoso Projector 720p M621 Black,Contoso,Black,459.4,999.0,305,Projectors & Screens,3,Computers,6.132095676847728
578,579,Contoso Projector 480p M480 Black,Contoso,Black,116.75,229.0,305,Projectors & Screens,3,Computers,4.768563732896527
579,580,Contoso Projector 480p M481 Black,Contoso,Black,254.4,499.0,305,Projectors & Screens,3,Computers,5.542830943598439
580,581,Contoso Screen 125in M250 Black,Contoso,Black,152.08,459.0,305,Projectors & Screens,3,Computers,5.0309606605575015
581,582,Contoso Screen 113in M251 Black,Contoso,Black,137.5,299.0,305,Projectors & Screens,3,Computers,4.930870325627393
582,583,Contoso Screen 106in M060 Black,Contoso,Black,83.16,251.0,305,Projectors & Screens,3,Computers,4.4327197489894
583,584,Contoso Screen 100in E010 Black,Contoso,Black,62.95,190.0,305,Projectors & Screens,3,Computers,4.158101528024852
584,585,Contoso Screen 85in E085 Black,Contoso,Black,70.87,139.0,305,Projectors & Screens,3,Computers,4.274858931480352
585,586,Contoso Screen 80in E080 Black,Contoso,Black,55.57,109.0,305,Projectors & Screens,3,Computers,4.035478809355064
586,587,Contoso Projector 1080p X980 White,Contoso,White,760.38,2295.0,305,Projectors & Screens,3,Computers,6.635132576201249
587,588,Contoso Projector 1080p X981 White,Contoso,White,827.97,2499.0,305,Projectors & Screens,3,Computers,6.720183966301959
588,589,Contoso Projector 720p M620 White,Contoso,White,321.44,699.0,305,Projectors & Screens,3,Computers,5.7759170724154005
589,590,Contoso Projector 720p M621 White,Contoso,White,459.4,999.0,305,Projectors & Screens,3,Computers,6.132095676847728
590,591,Contoso Projector 480p M480 White,Contoso,White,116.75,229.0,305,Projectors & Screens,3,Computers,4.768563732896527
591,592,Contoso Projector 480p M481 White,Contoso,White,254.4,499.0,305,Projectors & Screens,3,Computers,5.542830943598439
592,593,Contoso Screen 125in M250 White,Contoso,White,152.08,459.0,305,Projectors & Screens,3,Computers,5.0309606605575015
593,594,Contoso Screen 113in M251 White,Contoso,White,137.5,299.0,305,Projectors & Screens,3,Computers,4.930870325627393
594,595,Contoso Screen 106in M060 White,Contoso,White,83.16,251.0,305,Projectors & Screens,3,Computers,4.4327197489894
595,596,Contoso Screen 100in E010 White,Contoso,White,62.95,190.0,305,Projectors & Screens,3,Computers,4.158101528024852
596,597,Contoso Screen 85in E085 White,Contoso,White,70.87,139.0,305,Projectors & Screens,3,Computers,4.274858931480352
597,598,Contoso Screen 80in E080 White,Contoso,White,55.57,109.0,305,Projectors & Screens,3,Computers,4.035478809355064
598,599,Contoso Projector 1080p X980 Silver,Contoso,Silver,760.38,2295.0,305,Projectors & Screens,3,Computers,6.635132576201249
599,600,Contoso Projector 1080p X981 Silver,Contoso,Silver,827.97,2499.0,305,Projectors & Screens,3,Computers,6.720183966301959
600,601,Contoso Projector 720p M620 Silver,Contoso,Silver,321.44,699.0,305,Projectors & Screens,3,Computers,5.7759170724154005
601,602,Contoso Projector 720p M621 Silver,Contoso,Silver,459.4,999.0,305,Projectors & Screens,3,Computers,6.132095676847728
602,603,Contoso Projector 480p M480 Silver,Contoso,Silver,116.75,229.0,305,Projectors & Screens,3,Computers,4.768563732896527
603,604,Contoso Projector 480p M481 Silver,Contoso,Silver,254.4,499.0,305,Projectors & Screens,3,Computers,5.542830943598439
604,605,Contoso Screen 125in M250 Silver,Contoso,Silver,152.08,459.0,305,Projectors & Screens,3,Computers,5.0309606605575015
605,606,Contoso Screen 113in M251 Silver,Contoso,Silver,137.5,299.0,305,Projectors & Screens,3,Computers,4.930870325627393
606,607,Contoso Screen 106in M060 Silver,Contoso,Silver,83.16,251.0,305,Projectors & Screens,3,Computers,4.4327197489894
607,608,Contoso Screen 100in E010 Silver,Contoso,Silver,62.95,190.0,305,Projectors & Screens,3,Computers,4.158101528024852
608,609,Contoso Screen 85in E085 Silver,Contoso,Silver,70.87,139.0,305,Projectors & Screens,3,Computers,4.274858931480352
609,610,Contoso Screen 80in E080 Silver,Contoso,Silver,55.57,109.0,305,Projectors & Screens,3,Computers,4.035478809355064
610,611,WWI Projector 1080p LCD86 Black,Wide World Importers,Black,760.38,2295.0,305,Projectors & Screens,3,Computers,6.635132576201249
611,612,WWI Projector 1080p DLP86 Black,Wide World Importers,Black,827.97,2499.0,305,Projectors & Screens,3,Computers,6.720183966301959
612,613,WWI Projector 720p LCD56 Black,Wide World Importers,Black,321.44,699.0,305,Projectors & Screens,3,Computers,5.7759170724154005
613,614,WWI Projector 720p DLP56 Black,Wide World Importers,Black,459.4,999.0,305,Projectors & Screens,3,Computers,6.132095676847728
614,615,WWI Projector 480p LCD12 Black,Wide World Importers,Black,116.75,229.0,305,Projectors & Screens,3,Computers,4.768563732896527
615,616,WWI Projector 480p DLP12 Black,Wide World Importers,Black,254.4,499.0,305,Projectors & Screens,3,Computers,5.542830943598439
616,617,WWI Screen 125in M1611 Black,Wide World Importers,Black,152.08,459.0,305,Projectors & Screens,3,Computers,5.0309606605575015
617,618,WWI Screen 113in M1610 Black,Wide World Importers,Black,99.06,299.0,305,Projectors & Screens,3,Computers,4.605770006060059
618,619,WWI Screen 106in M1609 Black,Wide World Importers,Black,115.43,251.0,305,Projectors & Screens,3,Computers,4.7572902340489245
619,620,WWI Screen 100in M1609 Black,Wide World Importers,Black,87.37,190.0,305,Projectors & Screens,3,Computers,4.481532545529913
620,621,WWI Screen 85in E1010 Black,Wide World Importers,Black,70.87,139.0,305,Projectors & Screens,3,Computers,4.274858931480352
621,622,WWI Projector 1080p LCD86 White,Wide World Importers,White,760.38,2295.0,305,Projectors & Screens,3,Computers,6.635132576201249
622,623,WWI Projector 1080p DLP86 White,Wide World Importers,White,827.97,2499.0,305,Projectors & Screens,3,Computers,6.720183966301959
623,624,WWI Projector 720p LCD56 White,Wide World Importers,White,321.44,699.0,305,Projectors & Screens,3,Computers,5.7759170724154005
624,625,WWI Projector 720p DLP56 White,Wide World Importers,White,459.4,999.0,305,Projectors & Screens,3,Computers,6.132095676847728
625,626,WWI Projector 480p LCD12 White,Wide World Importers,White,116.75,229.0,305,Projectors & Screens,3,Computers,4.768563732896527
626,627,WWI Projector 480p DLP12 White,Wide World Importers,White,254.4,499.0,305,Projectors & Screens,3,Computers,5.542830943598439
627,628,WWI Screen 125in M1611 White,Wide World Importers,White,152.08,459.0,305,Projectors & Screens,3,Computers,5.0309606605575015
628,629,WWI Screen 113in M1610 White,Wide World Importers,White,99.06,299.0,305,Projectors & Screens,3,Computers,4.605770006060059
629,630,WWI Screen 106in M1609 White,Wide World Importers,White,115.43,251.0,305,Projectors & Screens,3,Computers,4.7572902340489245
630,631,WWI Screen 100in M1609 White,Wide World Importers,White,87.37,190.0,305,Projectors & Screens,3,Computers,4.481532545529913
631,632,WWI Screen 85in E1010 White,Wide World Importers,White,70.87,139.0,305,Projectors & Screens,3,Computers,4.274858931480352
632,633,WWI Projector 1080p LCD86 Silver,Wide World Importers,Silver,760.38,2295.0,305,Projectors & Screens,3,Computers,6.635132576201249
633,634,WWI Projector 1080p DLP86 Silver,Wide World Importers,Silver,827.97,2499.0,305,Projectors & Screens,3,Computers,6.720183966301959
634,635,WWI Projector 720p LCD56 Silver,Wide World Importers,Silver,321.44,699.0,305,Projectors & Screens,3,Computers,5.7759170724154005
635,636,WWI Projector 720p DLP56 Silver,Wide World Importers,Silver,459.4,999.0,305,Projectors & Screens,3,Computers,6.132095676847728
636,637,WWI Projector 480p LCD12 Silver,Wide World Importers,Silver,116.75,229.0,305,Projectors & Screens,3,Computers,4.768563732896527
637,638,WWI Projector 480p DLP12 Silver,Wide World Importers,Silver,254.4,499.0,305,Projectors & Screens,3,Computers,5.542830943598439
638,639,WWI Screen 125in M1611 Silver,Wide World Importers,Silver,152.08,459.0,305,Projectors & Screens,3,Computers,5.0309606605575015
639,640,WWI Screen 113in M1610 Silver,Wide World Importers,Silver,99.06,299.0,305,Projectors & Screens,3,Computers,4.605770006060059
640,641,WWI Screen 106in M1609 Silver,Wide World Importers,Silver,115.43,251.0,305,Projectors & Screens,3,Computers,4.7572902340489245
641,642,Proseware Photo Ink Jet Printer M100 Black,Proseware,Black,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,4.3056854014171595
642,643,Proseware Ink Jet All in one M300 Black,Proseware,Black,77.72,169.0,306,"Printers, Scanners & Fax",3,Computers,4.365897252743998
643,644,Proseware Laser Jet Printer E100 Black,Proseware,Black,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,3.720378121173307
644,645,Proseware Laser Jet Color Printer X300 Black,Proseware,Black,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,4.2520603082138555
645,646,Proseware Laser Jet All in one X300 Black,Proseware,Black,72.56,219.0,306,"Printers, Scanners & Fax",3,Computers,4.298101399736121
646,647,Proseware Fax phone E100 Black,Proseware,Black,44.36,87.0,306,"Printers, Scanners & Fax",3,Computers,3.8146306594194965
647,648,Proseware Fax Machine E100 Black,Proseware,Black,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,3.720378121173307
648,649,Proseware Laser Fax Printer E100 Black,Proseware,Black,46.39,91.0,306,"Printers, Scanners & Fax",3,Computers,3.858411235979497
649,650,Proseware Ink Jet Fax Machine E100 Black,Proseware,Black,39.77,78.0,306,"Printers, Scanners & Fax",3,Computers,3.707946516831162
650,651,Proseware Mobile Receipt and Document Scanner M200 Black,Proseware,Black,53.34,116.0,306,"Printers, Scanners & Fax",3,Computers,3.9952606039982017
651,652,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,Proseware,Black,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers,4.036715449385464
652,653,Proseware All-In-One Photo Printer M200 Black,Proseware,Black,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers,4.15166962884137
653,654,Proseware Ink Jet Wireless All-In-One Printer M400 Black,Proseware,Black,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers,4.099663723699701
654,655,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,Proseware,Black,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers,4.311872374750675
655,656,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",Proseware,Black,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers,4.299459911016919
656,657,Proseware Duplex Scanner M200 Black,Proseware,Black,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,4.241614480957137
657,658,Proseware High Speed Laser M2000 Black,Proseware,Black,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,4.2520603082138555
658,659,Proseware Laser Fax Printer M250 Black,Proseware,Black,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers,4.01204931949527
659,660,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black",Proseware,Black,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,4.3056854014171595
660,661,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,Proseware,Black,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,4.337813479997556
661,662,Proseware Slim-Design Fax Machine with Answering System X180 Black,Proseware,Black,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers,4.371850028222321
662,663,Proseware High-Performance Business-Class Laser Fax X200 Black,Proseware,Black,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,4.420886705880596
663,664,Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,Proseware,Black,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,4.34211568336104
664,665,Proseware Photo Inkjet Printer E290 Black,Proseware,Black,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,3.970291913552122
665,666,Proseware Office Jet All-in-One Printer M500 Black,Proseware,Black,74.96,163.0,306,"Printers, Scanners & Fax",3,Computers,4.330206885944085
666,667,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black,Proseware,Black,87.37,190.0,306,"Printers, Scanners & Fax",3,Computers,4.481532545529913
667,668,Proseware Photo smart All-in-One Printer M380 Black,Proseware,Black,67.6,147.0,306,"Printers, Scanners & Fax",3,Computers,4.22829253473184
668,669,Proseware Wireless Photo All-in-One Printer M390 Black,Proseware,Black,86.45,188.0,306,"Printers, Scanners & Fax",3,Computers,4.471067201464611
669,670,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Proseware,Black,90.13,196.0,306,"Printers, Scanners & Fax",3,Computers,4.5122870585080355
670,671,Proseware Photo Inkjet Printer M100 Grey,Proseware,Grey,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,4.3056854014171595
671,672,Proseware Ink Jet All in one M300 Grey,Proseware,Grey,77.72,169.0,306,"Printers, Scanners & Fax",3,Computers,4.365897252743998
672,673,Proseware Laser Jet Printer E100 Grey,Proseware,Grey,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,3.720378121173307
673,674,Proseware Laser Jet Color Printer X300 Grey,Proseware,Grey,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,4.2520603082138555
674,675,Proseware Laser Jet All in one X300 Grey,Proseware,Grey,72.56,219.0,306,"Printers, Scanners & Fax",3,Computers,4.298101399736121
675,676,Proseware Fax phone E100 Grey,Proseware,Grey,44.36,87.0,306,"Printers, Scanners & Fax",3,Computers,3.8146306594194965
676,677,Proseware Fax Machine E100 Grey,Proseware,Grey,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,3.720378121173307
677,678,Proseware Laser Fax Printer E100 Grey,Proseware,Grey,46.39,91.0,306,"Printers, Scanners & Fax",3,Computers,3.858411235979497
678,679,Proseware Ink Jet Fax Machine E100 Grey,Proseware,Grey,39.77,78.0,306,"Printers, Scanners & Fax",3,Computers,3.707946516831162
679,680,Proseware Mobile Receipt and Document Scanner M200 Grey,Proseware,Grey,53.34,116.0,306,"Printers, Scanners & Fax",3,Computers,3.9952606039982017
680,681,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,Proseware,Grey,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers,4.036715449385464
681,682,Proseware All-In-One Photo Printer M200 Grey,Proseware,Grey,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers,4.15166962884137
682,683,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,Proseware,Grey,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers,4.099663723699701
683,684,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,Proseware,Grey,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers,4.311872374750675
684,685,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey",Proseware,Grey,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers,4.299459911016919
685,686,Proseware Duplex Scanner M200 Grey,Proseware,Grey,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,4.241614480957137
686,687,Proseware High Speed Laser Fax M2000 Grey,Proseware,Grey,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,4.2520603082138555
687,688,Proseware Laser Fax Printer M250 Grey,Proseware,Grey,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers,4.01204931949527
688,689,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",Proseware,Grey,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,4.3056854014171595
689,690,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey,Proseware,Grey,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,4.337813479997556
690,691,Proseware Slim-Design Fax Machine with Answering System X180 Grey,Proseware,Grey,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers,4.371850028222321
691,692,Proseware High-Performance Business-Class Laser Fax X200 Grey,Proseware,Grey,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,4.420886705880596
692,693,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,Proseware,Grey,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,4.34211568336104
693,694,Proseware Photo Ink Jet Printer E290 Grey,Proseware,Grey,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,3.970291913552122
694,695,Proseware Office Jet All-in-One Printer M500 Grey,Proseware,Grey,74.96,163.0,306,"Printers, Scanners & Fax",3,Computers,4.330206885944085
695,696,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,Proseware,Grey,87.37,190.0,306,"Printers, Scanners & Fax",3,Computers,4.481532545529913
696,697,Proseware Photo Smart All-in-One Printer M380 Grey,Proseware,Grey,67.6,147.0,306,"Printers, Scanners & Fax",3,Computers,4.22829253473184
697,698,Proseware Wireless Photo All-in-One Printer M390 Grey,Proseware,Grey,86.45,188.0,306,"Printers, Scanners & Fax",3,Computers,4.471067201464611
698,699,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Proseware,Grey,90.13,196.0,306,"Printers, Scanners & Fax",3,Computers,4.5122870585080355
699,700,Proseware Photo Ink Jet Printer M100 White,Proseware,White,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,4.3056854014171595
700,701,Proseware Ink Jet All in one M300 White,Proseware,White,77.72,169.0,306,"Printers, Scanners & Fax",3,Computers,4.365897252743998
701,702,Proseware Laser Jet Printer E100 White,Proseware,White,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,3.720378121173307
702,703,Proseware Laser Jet Color Printer X300 White,Proseware,White,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,4.2520603082138555
703,704,Proseware Laser Jet All in one X300 White,Proseware,White,72.56,219.0,306,"Printers, Scanners & Fax",3,Computers,4.298101399736121
704,705,Proseware Fax Phone E100 White,Proseware,White,44.36,87.0,306,"Printers, Scanners & Fax",3,Computers,3.8146306594194965
705,706,Proseware Fax Machine E100 White,Proseware,White,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,3.720378121173307
706,707,Proseware Laser Fax Printer E100 White,Proseware,White,46.39,91.0,306,"Printers, Scanners & Fax",3,Computers,3.858411235979497
707,708,Proseware Ink Jet Fax Machine E100 White,Proseware,White,39.77,78.0,306,"Printers, Scanners & Fax",3,Computers,3.707946516831162
708,709,Proseware Mobile Receipt and Document Scanner M200 White,Proseware,White,53.34,116.0,306,"Printers, Scanners & Fax",3,Computers,3.9952606039982017
709,710,Proseware Scan Jet Digital Flat Bed Scanner M300 White,Proseware,White,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers,4.036715449385464
710,711,Proseware All-In-One Photo Printer M200 White,Proseware,White,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers,4.15166962884137
711,712,Proseware Ink Jet Wireless All-In-One Printer M400 White,Proseware,White,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers,4.099663723699701
712,713,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,Proseware,White,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers,4.311872374750675
713,714,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White",Proseware,White,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers,4.299459911016919
714,715,Proseware Duplex Scanner M200 White,Proseware,White,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,4.241614480957137
715,716,Proseware High Speed Laser M2000 White,Proseware,White,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,4.2520603082138555
716,717,Proseware Laser Fax Printer M250 White,Proseware,White,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers,4.01204931949527
717,718,"Proseware Color Ink jet Fax, Copier, Phone M250 White",Proseware,White,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,4.3056854014171595
718,719,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,Proseware,White,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,4.337813479997556
719,720,Proseware Slim-Design Fax Machine with Answering System X180 White,Proseware,White,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers,4.371850028222321
720,721,Proseware High-Performance Business-Class Laser Fax X200 White,Proseware,White,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,4.420886705880596
721,722,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,Proseware,White,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,4.34211568336104
722,723,Proseware Photo Ink jet Printer E290 White,Proseware,White,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,3.970291913552122
723,724,Proseware Office Jet All-in-One Printer M500 White,Proseware,White,74.96,163.0,306,"Printers, Scanners & Fax",3,Computers,4.330206885944085
724,725,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,Proseware,White,87.37,190.0,306,"Printers, Scanners & Fax",3,Computers,4.481532545529913
725,726,Proseware Photo Smart All-in-One Printer M380 White,Proseware,White,67.6,147.0,306,"Printers, Scanners & Fax",3,Computers,4.22829253473184
726,727,Proseware Wireless Photo All-in-One Printer M390 White,Proseware,White,86.45,188.0,306,"Printers, Scanners & Fax",3,Computers,4.471067201464611
727,728,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Proseware,White,90.13,196.0,306,"Printers, Scanners & Fax",3,Computers,4.5122870585080355
728,729,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,Proseware,Green,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers,4.036715449385464
729,730,Proseware All-In-One Photo Printer M200 Green,Proseware,Green,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers,4.15166962884137
730,731,Proseware Ink Jet Wireless All-In-One Printer M400 Green,Proseware,Green,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers,4.099663723699701
731,732,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,Proseware,Green,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers,4.311872374750675
732,733,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",Proseware,Green,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers,4.299459911016919
733,734,Proseware Duplex Scanner M200 Green,Proseware,Green,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,4.241614480957137
734,735,Proseware High Speed Laser M2000 Green,Proseware,Green,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,4.2520603082138555
735,736,Proseware Laser Fax Printer M250 Green,Proseware,Green,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers,4.01204931949527
736,737,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green",Proseware,Green,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,4.3056854014171595
737,738,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Proseware,Green,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,4.337813479997556
738,739,Proseware Slim-Design Fax Machine with Answering System X180 Green,Proseware,Green,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers,4.371850028222321
739,740,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,4.420886705880596
740,741,Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,Proseware,Green,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,4.34211568336104
741,742,Proseware Photo Inkjet Printer E290 Green,Proseware,Green,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,3.970291913552122
742,743,Contoso Rechargeable Battery E100 Black,Contoso,Black,6.6,12.95,308,Computers Accessories,3,Computers,2.028148247292285
743,744,Contoso Dual USB Power Adapter - power adapter E300 Black,Contoso,Black,20.34,39.9,308,Computers Accessories,3,Computers,3.060583245873607
744,745,Contoso Car power adapter M90 Black,Contoso,Black,9.17,19.95,308,Computers Accessories,3,Computers,2.3194422100604686
745,746,Contoso Notebook Peripheral Kit M69 Black,Contoso,Black,7.59,16.5,308,Computers Accessories,3,Computers,2.150598735996164
746,747,Contoso Mouse Lock Bundle E200 Black,Contoso,Black,6.6,12.95,308,Computers Accessories,3,Computers,2.028148247292285
747,748,Contoso Education Supplies Bundle E200 Black,Contoso,Black,6.88,13.5,308,Computers Accessories,3,Computers,2.064327903869788
748,749,Contoso Laptop Starter Bundle M200 Black,Contoso,Black,7.59,16.5,308,Computers Accessories,3,Computers,2.150598735996164
749,750,Contoso Education Essentials Bundle M300 Black,Contoso,Black,4.37,9.5,308,Computers Accessories,3,Computers,1.6808279085207734
750,751,Contoso Desktop Alternative Bundle E200 Black,Contoso,Black,5.86,11.5,308,Computers Accessories,3,Computers,1.925707441737794
751,752,Contoso Power Inverter - DC to AC power inverter E900 Black,Contoso,Black,4.84,9.5,308,Computers Accessories,3,Computers,1.7647307968401356
752,753,Contoso Smart Battery M901 Black,Contoso,Black,5.29,11.5,308,Computers Accessories,3,Computers,1.8389610707123492
753,754,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,Contoso,Black,15.24,29.9,308,Computers Accessories,3,Computers,2.787477334733532
754,755,Contoso Home/Office Laptop Power Adapter E300 Black,Contoso,Black,13.0,25.5,308,Computers Accessories,3,Computers,2.6390573296152584
755,756,Contoso USB 2.0 Dock Station docking station M800 Black,Contoso,Black,13.75,29.9,308,Computers Accessories,3,Computers,2.691243082785829
756,757,Contoso Enhanced Capacity Battery M800 Black,Contoso,Black,12.83,27.9,308,Computers Accessories,3,Computers,2.626840145676667
757,758,Contoso Connectivity Starter Kit Smart Buy M680 Black,Contoso,Black,12.83,27.9,308,Computers Accessories,3,Computers,2.626840145676667
758,759,Contoso 90W AC/DC Power Adapter E300 Black,Contoso,Black,6.07,11.9,308,Computers Accessories,3,Computers,1.9558604799084813
759,760,Contoso Reserve Pen - Tablet Pen E200 Black,Contoso,Black,7.09,13.9,308,Computers Accessories,3,Computers,2.0906287310704004
760,761,Contoso USB Data Link-direct connect adapter E600 Black,Contoso,Black,8.62,16.9,308,Computers Accessories,3,Computers,2.263844264677615
761,762,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,Contoso,Black,11.23,33.9,308,Computers Accessories,3,Computers,2.503891949699081
762,763,Contoso Digital camera accessory kit M200 Black,Contoso,Black,10.99,23.9,308,Computers Accessories,3,Computers,2.4840729690394228
763,764,Contoso Leather Case - case for digital photo camera X20 Black,Contoso,Black,13.22,39.9,308,Computers Accessories,3,Computers,2.6546494243750947
764,765,Contoso Lens cap E80 Black,Contoso,Black,15.27,29.95,308,Computers Accessories,3,Computers,2.7893229212309465
